Overview,Series_Title,Released_Year
"Cuando una niña de 12 años es poseída por una entidad misteriosa, su madre busca la ayuda de dos sacerdotes para salvarla.",The Exorcist,1973
"Un hombre que ama los juegos y el teatro invita al amante de su esposa a conocerlo, estableciendo una batalla de ingenio con resultados potencialmente mortales.",Sleuth,1972
"En 1951, un grupo de estudiantes de secundaria alcanza la mayoría de edad en una ciudad sombría, aislada y atrofiada del norte de Texas que está muriendo lentamente, tanto cultural como económicamente.",The Last Picture Show,1971
"En la Rusia prerevolucionaria, un campesino judío se refiere con casarse con tres de sus hijas mientras el cultivo de sentimiento antisemita amenaza su aldea.",Fiddler on the Roof,1971
"Un hombre italiano de voluntad débil se convierte en un fascista que va al extranjero para organizar el asesinato de su antiguo maestro, ahora un disidente político.",Il conformista,1970
"Wyoming, principios de 1900.Butch Cassidy y el niño Sundance son los líderes de una banda de forajidos.Después de que un robo de tren sale mal, se encuentran huyendo con una pandilla en los talones.Su solución: escapar a Bolivia.",Butch Cassidy and the Sundance Kid,1969
Una joven pareja que intenta un bebé se muda a un elegante apartamento rodeado de vecinos peculiares.,Rosemary's Baby,1968
"Una tripulación de astronauta se estrelló en un planeta en un futuro lejano donde los simios inteligentes que hablan son las especies dominantes, y los humanos son oprimidos y esclavizados.",Planet of the Apes,1968
Un graduado universitario desilusionado se encuentra dividido entre su amante mayor y su hija.,The Graduate,1967
"Una pareja amarga y envejecida, con la ayuda del alcohol, usa a sus jóvenes huéspedes para alimentar la angustia y el dolor emocional el uno hacia el otro en el transcurso de una noche angustiante.",Who's Afraid of Virginia Woolf?,1966
Una mujer deja un convento austriaco para convertirse en una institutriz para los hijos de un viudo de oficial naval.,The Sound of Music,1965
"La vida de un médico y poeta ruso que, aunque casado con otro, se enamora de la esposa de un activista político y experimenta dificultades durante la Primera Guerra Mundial y luego en la revolución de octubre.",Doctor Zhivago,1965
"Un pistolero errante juega a dos familias rivales entre sí en una ciudad destrozada por la codicia, el orgullo y la venganza.",Per un pugno di dollari,1964
Un director de cine acosado se retira en sus recuerdos y fantasías.,8½,1963
Doce cuentos episódicos en la vida de una mujer parisina y su lento descenso a la prostitución.,Vivre sa vie: Film en douze tableaux,1962
Un jugador de billar prometedor juega a un campeón de mucho tiempo en un solo partido de alto riesgo.,The Hustler,1961
Una serie de historias que siguen una semana en la vida de un periodista de Philandering Paparazzo que vive en Roma.,La dolce vita,1960
"Un sheriff de pueblo pequeño en el oeste americano recluta la ayuda de un lisiado, un borracho y un joven pistolero en sus esfuerzos por mantener en la cárcel al hermano del malo local.",Rio Bravo,1959
"En un juicio por asesinato, el acusado dice que sufrió locura temporal después de que la víctima violó a su esposa.¿Cuál es la verdad, y ganará su caso?",Anatomy of a Murder,1959
"Una cruda y perversa historia de asesinato, secuestro y corrupción policial en una ciudad fronteriza mexicana.",Touch of Evil,1958
Brick es un ex jugador de fútbol alcohólico que bebe sus días de distancia y resiste el afecto de su esposa.Una reunión con su padre terminal hace que una gran cantidad de recuerdos y revelaciones tanto para padre como hijo.,Cat on a Hot Tin Roof,1958
El poderoso pero poco ético columnista de Broadway J.J.Hunsecker coacciona al agente de prensa sin escrúpulos Sidney Falco para romper el romance de su hermana con un músico de jazz.,Sweet Smell of Success,1957
Crook Johnny Clay reúne un equipo de cinco hombres para planificar y ejecutar un atrevido robo de vías de carreras.,The Killing,1956
"Un fanático religioso se casa con una viuda crédulo cuyos hijos pequeños son reacios a decirle dónde su verdadero padre escondió los $ 10,000 que había robado en un robo.",The Night of the Hunter,1955
"Una niña de cuidado libre se vende a un artista itinerante, en consecuencia, durmiendo el dolor físico y emocional en el camino.",La Strada,1954
La esposa y la amante de un plan de escuela detestado para asesinarlo con lo que creen que es la coartada perfecta.,Les diaboliques,1955
"Cuando se matan a dos prisioneros de la Segunda Guerra Mundial estadounidense que escapan, el alemán P.O.W.Camp Barracks Black Marketeer, J.J.Se sospecha que Sefton es un informante.",Stalag 17,1953
Una princesa aburrida y protegida escapa a sus guardianes y se enamora de un periodista estadounidense en Roma.,Roman Holiday,1953
Perturbado Blanche DuBois se muda con su hermana en Nueva Orleans y está atormentada por su cuñado brutal mientras su realidad se desmorona a su alrededor.,A Streetcar Named Desire,1951
"Un guionista potencialmente violento es un sospechoso de asesinato hasta que su encantador vecino lo aclara.Sin embargo, pronto comienza a tener sus dudas.",In a Lonely Place,1950
Un pariente pobre lejano del duque D'Scoyne traza para heredar el título asesinando a los otros ocho herederos que se adelantan a él en la línea de sucesión.,Kind Hearts and Coronets,1949
Dos hombres intentan demostrar que cometieron el crimen perfecto al organizar una cena después de estrangular a su ex compañero de clase hasta la muerte.,Rope,1948
"Un ojo privado escapa de su pasado para dirigir una estación de servicio en un pequeño pueblo, pero su pasado lo alcanza.Ahora debe regresar al mundo de la gran ciudad del peligro, la corrupción, las cruces dobles y las damas duplicadas.",Out of the Past,1947
"Al conocer a un extraño en una estación de ferrocarril, una mujer tiene la tentación de engañar a su esposo.",Brief Encounter,1945
Un detective de la policía se enamora de la mujer cuyo asesinato está investigando.,Laura,1944
Tres veteranos de la Segunda Guerra Mundial regresan a casa a la América de la pequeña ciudad para descubrir que ellos y sus familias han cambiado irreparablemente.,The Best Years of Our Lives,1946
Un escritor de libros sobre la inutilidad del matrimonio corre el riesgo de su reputación cuando decide casarse.Las cosas se vuelven aún más complicadas cuando se entera del día de su boda que sus queridas tías solteras son asesinos habituales.,Arsenic and Old Lace,1942
"Un detective privado asume un caso que lo involucra con tres criminales excéntricos, un mentiroso hermoso y su búsqueda de una estatuilla invaluable.",The Maltese Falcon,1941
"Una pobre familia del Medio Oeste se ve obligada a salir de su tierra.Viajan a California, sufriendo las desgracias de las personas sin hogar en la Gran Depresión.",The Grapes of Wrath,1940
Dorothy Gale es barrida de una granja en Kansas a una tierra mágica de Oz en un tornado y se embarca en una búsqueda con sus nuevos amigos para ver al mago que puede ayudarla a regresar a Kansas y ayudar a sus amigos también.,The Wizard of Oz,1939
"Una vida burguesa en Francia en el inicio de la Segunda Guerra Mundial, a medida que los siervos ricos y pobres se encuentran en un castillo francés.",La règle du jeu,1939
"El ex detective Nick Charles y su rica esposa Nora investigan un caso de asesinato, principalmente por diversión.",The Thin Man,1934
"Un juventud alemán entra ansiosamente en la Primera Guerra Mundial, pero su entusiasmo disminuye a medida que obtiene una visión de primera mano del horror.",All Quiet on the Western Front,1930
"En medio de la Revolución Rusa de 1905, la tripulación del Battleship Potemkin Mutiny contra el brutal régimen tiránico de los oficiales del barco.La manifestación callejera resultante en Odessa trae una masacre policial.",Bronenosets Potemkin,1925
Un detective investiga la muerte de un patriarca de una familia excéntrica y combativa.,Knives Out,2019
"El viaje emocional de dos jóvenes desesperadamente enamorados, una joven, Kizie, que sufre de cáncer y un niño, Manny, a quien conoce en un grupo de apoyo.",Dil Bechara,2020
Una familia de ladrones pequeños acoge a un niño que encuentran afuera en el frío.,Manbiki kazoku,2018
La mirada incisiva y compasiva de Noah Baumbach a un matrimonio que se rompe y una familia se queda junta.,Marriage Story,2019
"En la década de 1980, Italia, el romance florece entre un estudiante de diecisiete años y el hombre mayor contratado como asistente de investigación de su padre.",Call Me by Your Name,2017
"Después de haber sufrido un ataque cardíaco, un carpintero de 59 años debe luchar contra las fuerzas burocráticas del sistema para recibir el empleo y la asignación de apoyo.","I, Daniel Blake",2016
"Ubicada en Japón, Isle of Dogs sigue la odisea de un niño en busca de su perro perdido.",Isle of Dogs,2018
Se ordena una cacería humana nacional para un niño rebelde y su tío adoptivo que desaparece en el salvaje arbusto de Nueva Zelanda.,Hunt for the Wilderpeople,2016
"En los bosques del noroeste del Pacífico, un padre dedicado a criar a sus seis hijos con una rigurosa educación física e intelectual se ve obligado a abandonar su paraíso y ingresar al mundo, desafiando su idea de lo que significa ser padre.",Captain Fantastic,2016
Un niño que crece en Dublín durante la década de 1980 escapa de su tensa vida familiar al comenzar una banda para impresionar a la misteriosa chica que le gusta.,Sing Street,2016
"Encarcelado en el planeta Sakaar, Thor debe competir contra el tiempo para regresar a Asgard y detener a Ragnarök, la destrucción de su mundo, a manos del poderoso e despiadado villano Hela.",Thor: Ragnarok,2017
"Cuando Louis Bloom, un estafador desesperado por el trabajo, los músculos en el mundo del periodismo criminal de Los Ángeles, difumina la línea entre el observador y el participante para convertirse en la estrella de su propia historia.",Nightcrawler,2014
Un niño en el ejército de Hitler descubre que su madre está escondiendo a una niña judía en su casa.,Jojo Rabbit,2019
Un lingüista trabaja con los militares para comunicarse con formas de vida alienígenas después de doce naves espaciales misteriosas aparecen en todo el mundo.,Arrival,2016
"Como una nueva amenaza para el Galaxy Rises, Rey, un carroñero del desierto, y Finn, un ex-Stormtrooper, deben unirse a Han Solo y Chewbacca para buscar la única esperanza de restaurar la paz.",Star Wars: Episode VII - The Force Awakens,2015
Nos encontramos con Jesse y Celine nueve años en Grecia.Han pasado casi dos décadas desde su primera reunión en ese tren con destino a Viena.,Before Midnight,2013
Los X-Men envían a Wolverine al pasado en un esfuerzo desesperado por cambiar la historia y evitar un evento que resulta en la fatalidad tanto para humanos como para mutantes.,X-Men: Days of Future Past,2014
Un grupo de hombres se dirigió en busca de un cadáver en las estepas de Anatolia.,Bir Zamanlar Anadolu'da,2011
Una estrella de cine egomaníaca desarrolla una relación con un joven bailarín en el contexto de la era silenciosa de Hollywood.,The Artist,2011
